district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,12,21.3,28,16.8,85609
Friedrichshain-Kreuzberg,17,"– 9,0",56,47.1,22273
Pankow,9,"– 2,7",7,9.3,3766
Charlottenburg-Wilmersdorf,12,"– 4,8",29,27,13512
Spandau,3,1.4,7,4.9,2729
Steglitz-Zehlendorf,4,0.3,1,1.5,2138
Tempelhof-Schöneberg,3,"– 2,0",5,3.4,11154
Neukölln,8,2.9,14,4.3,5446
Treptow-Köpenick,–,–,–,–,–
Marzahn-Hellersdorf,5,"– 0,1",1,2.4,884
Lichtenberg,2,–,–,0.7,567
Reinickendorf,49,12.2,2,16.9,14505
