district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,75,104.3,–,–
Friedrichshain-Kreuzberg,2,414,809.3,141,96.3
Pankow,2,8,15.9,–,–
Charlottenburg-Wilmersdorf,3,67,93.2,–,–
Spandau,2,43,52,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,1,24,44.9,–,–
Neukölln,2,20,37.2,–,–
Treptow-Köpenick,1,1,2,–,–
Marzahn-Hellersdorf,2,78,97.2,–,–
Lichtenberg,1,1,1.7,–,–
Reinickendorf,–,–,–,–,–
